id,zpid,address,city,zipcode,total_approximate_size,total_appraisal_value,total_market_share,zestimate_amount,valuation_range_high,valuation_range_low,bedrooms,bathrooms,usecode,last_sold_date,year_built,complete,finished_sqft
40979377,79948115,1009 ROSITA ST,ARLINGTON,76002,1744,182915,182915,190162,199670,180654,3,2.0,SingleFamily,10/07/2008,2008,True,1761
02974738,29117789,1009 SHENANDOAH DR,ARLINGTON,76014,1521,121992,121992,144674,151908,137440,3,2.0,SingleFamily,NULL,1975,True,1521
05233429,29216589,1009 SPRING MILLER CT,ARLINGTON,76002,1064,42746,42746,96831,114261,80370,1,1.0,Mobile,05/20/2014,1982,True,1064
40638758,70569423,1009 TABASCO TR,ARLINGTON,76002,1760,181149,181640,188571,198000,179142,3,2.0,SingleFamily,03/15/2006,2005,True,1760
05565243,29228054,1009 TENNESSEE TR,ARLINGTON,76017,1159,96782,96782,112431,120301,98939,3,2.0,MultiFamily2To4,NULL,1988,True,1159
06169236,29258448,1009 VALLEY BRANCH DR,ARLINGTON,76001,1696,171581,171581,173645,182327,164963,3,2.0,SingleFamily,12/15/2006,1994,True,1696
06699529,29285008,1009 VILLAGE GREEN CT,ARLINGTON,76012,2950,275797,275797,304279,319493,289065,3,3.0,SingleFamily,08/16/2012,1997,True,2950
05834759,29242818,1009 W LOVERS LN,ARLINGTON,76013,1840,138787,154561,164495,172720,156270,3,2.0,MultiFamily2To4,NULL,1986,True,1840
02319373,29072158,1009 W TUCKER BLVD,ARLINGTON,76013,1181,89443,123888,123455,129628,107406,3,1.0,SingleFamily,NULL,1953,True,1181
02498707,29084473,1009 WESTMINISTER CT,ARLINGTON,76015,1144,84458,94012,114049,119751,108347,3,2.0,SingleFamily,03/18/2008,1971,True,1144
02498340,29084440,1009 WINNSBORO CT,ARLINGTON,76015,1657,90019,93759,139216,146177,132255,3,2.0,SingleFamily,NULL,1971,True,1657
03593827,29160217,1009 WOODBROOK ST,ARLINGTON,76011,1403,104423,106864,134223,140934,120801,3,1.0,SingleFamily,NULL,1961,True,1403
05585333,29229661,101 ALTMAN CIR,ARLINGTON,76011,992,104686,104686,97113,102940,90315,2,2.0,SingleFamily,NULL,1984,True,992
05593247,29230225,101 CAPROCK DR,ARLINGTON,76018,1211,133765,133765,142060,149163,130695,3,2.0,SingleFamily,03/19/2012,1986,True,1211
02927535,29114772,101 COUNTRYSIDE DR,ARLINGTON,76014,1271,116906,116906,128839,135281,121109,3,2.0,SingleFamily,07/15/2016,1978,True,1271
06678297,29283866,101 E LYNN CREEK DR,ARLINGTON,76002,2180,218816,222360,223126,234282,196351,3,2.0,SingleFamily,04/03/2001,2000,True,2180
02205580,29065549,101 HELEN DR,ARLINGTON,76011,1434,108625,116906,130990,140159,96933,3,2.0,SingleFamily,07/28/2000,1958,True,1434
00907251,28978817,101 IBERIS CT,ARLINGTON,76018,1396,121550,131477,148721,156157,141285,3,2.0,SingleFamily,07/08/2005,1983,True,1396
00906778,28978775,101 KALMIA CT,ARLINGTON,76018,1300,126810,126810,143983,151182,135344,3,2.0,SingleFamily,NULL,1981,True,1300
00904716,28978599,101 LEMON DR,ARLINGTON,76018,1340,131623,137494,145230,152491,135064,3,2.0,SingleFamily,NULL,1983,True,1340
06075770,29254213,101 MOSS HILL DR,ARLINGTON,76018,1220,128154,128154,117043,142792,95975,3,2.0,SingleFamily,08/15/2006,1989,True,1400
02141779,29061675,101 PARKVIEW DR,ARLINGTON,76010,1366,85743,85743,97546,113153,81939,3,2.0,SingleFamily,NULL,1951,True,1366
06118917,29256517,101 SIPES CT,ARLINGTON,76018,1672,146277,162483,173821,182512,163392,3,2.0,SingleFamily,06/20/2002,1990,True,1672
01783009,29036513,101 W LAVENDER LN,ARLINGTON,76010,1600,125840,135938,153801,164567,144573,3,2.0,SingleFamily,NULL,1965,True,1600
00257761,28935378,101 W PARK ROW DR,ARLINGTON,76010,1922,131360,131360,167128,183841,143730,3,2.0,SingleFamily,NULL,1947,True,1922
02149621,29062094,101 W TIMBERVIEW LN,ARLINGTON,76014,1104,72779,72779,106012,117673,91170,2,2.0,MultiFamily2To4,NULL,1981,True,1104
02926679,29114694,101 WINGREN LN,ARLINGTON,76014,2180,105754,148038,150654,159693,143121,3,2.0,SingleFamily,08/02/1999,1978,True,1760
40980219,79964822,1010 ABIGAIL DR,ARLINGTON,76002,2132,200552,200552,217605,228485,206725,4,3.0,SingleFamily,07/12/2007,2007,True,2251
04750756,29190217,1010 ANITA DR,ARLINGTON,76012,1938,186824,220542,210653,221186,200120,3,2.0,SingleFamily,NULL,1972,True,1938
04756746,29190758,1010 AUBURN DR,ARLINGTON,76012,2214,214291,224706,234493,246218,222768,4,2.0,SingleFamily,05/29/2014,1977,True,2214
02974274,29117748,1010 BELEMEADE ST,ARLINGTON,76014,1396,116061,116061,138430,146736,131509,4,2.0,SingleFamily,08/24/2005,1973,True,1396
04752007,29190331,1010 BERT DR,ARLINGTON,76012,2983,246279,253622,308015,323416,292614,4,3.0,SingleFamily,NULL,1976,True,2983
04756436,29190731,1010 BRIARCLIFF DR,ARLINGTON,76012,2203,222694,222694,232592,244222,220962,3,2.0,SingleFamily,09/02/2016,1978,True,2203
06950795,29301662,1010 BROOK CANYON DR,ARLINGTON,76018,1602,0,0,158766,166704,150828,3,2.0,SingleFamily,11/17/2016,1998,True,1602
02972808,29117614,1010 CHAMBLEE CT,ARLINGTON,76014,1728,134248,134248,137310,162026,112594,3,2.0,SingleFamily,04/29/1997,1972,True,1730
05565022,29228034,1010 CHEDDAR CT,ARLINGTON,76017,1470,118542,118542,144652,154778,121508,3,3.0,SingleFamily,01/27/2015,1997,True,1470
02498596,29084463,1010 CRISTOPHER CT,ARLINGTON,76015,1479,111465,118074,116074,121878,110270,3,2.0,SingleFamily,12/22/2015,1971,True,1159
02798026,29105388,1010 DARLENE LN,ARLINGTON,76010,1118,0,0,112955,118603,103919,3,2.0,SingleFamily,NULL,1961,True,1118
07653069,58528974,1010 DELK DR,ARLINGTON,76013,2758,260059,262480,297008,311858,282158,3,2.5,SingleFamily,10/28/2015,1999,True,2758
00085952,28924138,1010 E INWOOD DR,ARLINGTON,76010,832,72219,72219,75677,80218,68866,2,1.0,SingleFamily,11/16/2004,1953,True,832
02972301,29117569,1010 E TIMBERVIEW LN,ARLINGTON,76014,1556,93654,119601,144964,152212,137716,3,2.0,SingleFamily,NULL,1971,True,1556
05922534,29247496,1010 FLAMEWOOD DR,ARLINGTON,76001,1640,151131,151131,169164,177622,160706,3,2.0,SingleFamily,06/21/2006,1989,True,1740
06169309,29258455,1010 HAVENBROOK DR,ARLINGTON,76001,1757,168505,178057,183175,192334,172184,3,2.0,SingleFamily,06/02/2004,1994,True,1757
01280279,29003289,1010 HOUSTON ST,ARLINGTON,76012,2226,148219,148219,154804,167188,133131,4,2.0,MultiFamily2To4,NULL,1979,True,2226
04751876,29190319,1010 LESLIE CT,ARLINGTON,76012,2396,228811,237604,256213,269024,243402,3,2.0,SingleFamily,NULL,1975,True,2396
01433229,29013742,1010 LOCH LOMOND DR,ARLINGTON,76012,3056,232472,232472,366955,396311,337599,3,2.0,SingleFamily,06/17/2002,1977,True,3056
01511688,29018519,1010 MILBY RD,ARLINGTON,76013,880,55546,55546,95090,109353,83679,3,1.0,SingleFamily,10/30/2013,1945,True,880
07582471,58524624,1010 PEGASUS DR,ARLINGTON,76013,3310,302280,326006,325826,342117,309535,4,4.0,SingleFamily,04/17/2017,2001,True,3310
02496577,29084283,1010 PLEASANT VALLEY LN,ARLINGTON,76015,1166,0,0,88424,98151,80466,3,2.0,MultiFamily2To4,NULL,1972,True,1166
01432052,29013638,1010 PORTOFINO DR,ARLINGTON,76012,3704,247082,271921,396052,431697,356447,3,2.0,SingleFamily,NULL,1976,True,3704
02024152,29052838,1010 REDBUD CT,ARLINGTON,76012,2616,112111,112111,199090,218999,165245,4,2.0,SingleFamily,NULL,1966,True,2616
02798409,29105422,1010 ROSEWOOD LN,ARLINGTON,76010,2271,110836,145043,154224,163477,135717,3,2.0,SingleFamily,NULL,1964,True,2271
04751744,29190307,1010 SHELLEY CT,ARLINGTON,76012,2149,198319,214761,224263,235476,213050,3,2.0,SingleFamily,NULL,1973,True,2149
06360653,29266780,1010 SILENT DR,ARLINGTON,76017,1660,158649,158649,171747,180334,163160,4,2.0,SingleFamily,NULL,1993,True,1660
05232937,29216560,1010 STEPHIE ANN CT,ARLINGTON,76002,3098,105033,152101,251613,299419,196258,3,2.0,SingleFamily,NULL,1980,True,3098
06810829,29292991,1010 TELLURIDE DR,ARLINGTON,76063,2158,187139,193732,200629,210660,190598,3,2.0,SingleFamily,10/25/1999,1999,True,2158
03245241,29135122,1010 VALLEY VIEW DR,ARLINGTON,76010,1305,79886,79886,86033,96357,78290,3,1.0,SingleFamily,07/26/2013,1954,True,1305
02045168,29054337,1010 W INWOOD DR,ARLINGTON,76013,910,87906,87906,101369,110492,91232,2,1.0,SingleFamily,NULL,1953,True,910
02498774,29084479,1010 WESTMINISTER CT,ARLINGTON,76015,1531,106323,106323,128484,136193,101502,3,2.0,SingleFamily,NULL,1971,True,1531
03115372,29127053,1010 WHISPERING OAK CT,ARLINGTON,76012,2428,199771,236954,279095,309795,237231,3,2.0,SingleFamily,08/30/2004,1966,True,2428
03593746,29160209,1010 WILDWOOD DR,ARLINGTON,76011,1611,0,0,147272,157581,135490,4,3.0,SingleFamily,05/02/2016,1964,True,1611
01621416,29025240,1010 WRIGHT ST,ARLINGTON,76012,1312,93268,93268,145137,152394,136429,3,1.0,SingleFamily,NULL,1956,True,1312
06293611,29264389,1011 ACAPULCO LN,ARLINGTON,76017,1785,172302,172302,176439,185261,165853,3,2.0,SingleFamily,NULL,1990,True,1785
07580851,58524582,1011 ANDROMEDA WAY,ARLINGTON,76013,3301,315708,315708,334517,351243,317791,4,3.5,SingleFamily,04/22/2013,2001,True,3301
05188709,29213918,1011 ASHMOUNT LN,ARLINGTON,76017,1736,150415,150415,164272,172486,156058,3,2.0,SingleFamily,10/21/2015,1986,True,1736
07014333,29305056,1011 BANNACK DR,ARLINGTON,76001,2146,167972,178125,182292,191407,171354,3,2.5,SingleFamily,01/20/1999,1998,True,2146
03245268,29135123,1011 BELVEDERE DR,ARLINGTON,76010,2135,108779,128404,144923,153618,130431,5,3.0,SingleFamily,NULL,1954,True,2135
06811108,29293016,1011 BONANZA DR,ARLINGTON,76063,3108,237512,245606,235966,247764,221808,5,2.0,SingleFamily,08/03/2006,1999,True,3108
04751434,29190279,1011 BRIARCREEK DR,ARLINGTON,76012,2200,199650,211702,235418,247189,223647,4,2.0,SingleFamily,07/31/2007,1972,True,2200
02973723,29117699,1011 CANDLEWICK ST,ARLINGTON,76014,1893,130514,130514,142575,149704,135446,4,2.0,SingleFamily,07/11/2007,1972,True,1473
07842546,83810574,1011 CARTHAGE WAY,ARLINGTON,76017,1860,161819,161819,185815,195106,174666,3,2.0,SingleFamily,01/29/2003,2002,True,1860
06800327,29292233,1011 CHEDDAR CT,ARLINGTON,76017,1634,127891,127891,152654,164866,128229,3,3.0,SingleFamily,NULL,1998,True,1570
01431536,29013600,1011 CROWLEY RD,ARLINGTON,76012,3230,287960,309718,417058,437911,396205,4,3.5,SingleFamily,10/06/2009,1974,True,3230
02797801,29105369,1011 DARLENE LN,ARLINGTON,76010,1616,118539,118539,136321,144500,125415,4,2.0,SingleFamily,05/21/2013,1962,True,1616
00086002,28924143,1011 E LOVERS LN,ARLINGTON,76010,1248,64977,74050,87816,95719,78156,3,1.0,SingleFamily,NULL,1953,True,1248
07300042,54037639,1011 EASTWICK DR,ARLINGTON,76002,3098,202191,240053,229830,241321,218339,4,2.0,SingleFamily,10/06/2008,2001,True,3098
05517915,29225201,1011 FIERO DR,ARLINGTON,76001,1309,131496,132502,149497,156972,142022,3,2.0,SingleFamily,NULL,1986,True,1309
06998054,29304017,1011 GLYNN OAKS DR,ARLINGTON,76010,1275,59290,96904,81809,87536,67901,3,1.0,SingleFamily,03/07/2002,1961,True,978
02498901,29084491,1011 HIGH POINT RD,ARLINGTON,76015,1411,102349,102349,137138,143995,128910,4,2.0,SingleFamily,11/27/2002,1971,True,1411
04751884,29190320,1011 LESLIE CT,ARLINGTON,76012,2200,205095,215336,227610,238990,216230,3,2.0,SingleFamily,08/28/2007,1974,True,2200
01432273,29013657,1011 LOCH LOMOND DR,ARLINGTON,76012,2619,235727,254618,306998,334628,288578,3,2.0,SingleFamily,NULL,1976,True,2619
02044668,29054293,1011 LYNDA LN,ARLINGTON,76013,2020,78045,129012,111900,117495,100710,3,2.0,SingleFamily,NULL,1953,True,1025
05526280,29225890,1011 PACKARD DR,ARLINGTON,76001,1528,139768,139768,156501,164326,148676,3,2.0,SingleFamily,08/30/2001,1984,True,1528
02496291,29084259,1011 PLEASANT VALLEY LN,ARLINGTON,76015,1166,74324,74324,88926,100486,77366,3,2.0,SingleFamily,NULL,1972,True,1166
04755901,29190684,1011 PURDUE DR,ARLINGTON,76012,1980,194689,212081,220314,231330,209298,3,2.0,SingleFamily,NULL,1977,True,1980
02798212,29105405,1011 ROSEWOOD LN,ARLINGTON,76010,1616,118900,118900,132017,139938,114855,3,2.0,SingleFamily,05/22/2014,1962,True,1616
04751752,29190308,1011 SHELLEY CT,ARLINGTON,76012,2124,182105,212727,214721,229751,188954,3,2.0,SingleFamily,NULL,1973,True,2124
40565122,70570532,1011 SHORTLEAF PINE DR,ARLINGTON,76012,2860,263082,263082,265250,278512,249335,5,3.5,SingleFamily,06/24/2010,2005,True,2860
03090434,29125575,1011 TANGLEWOOD LN,ARLINGTON,76012,2794,281259,281259,314094,329799,288966,3,3.0,SingleFamily,09/13/2016,1969,True,2794
04755626,29190658,1011 TULANE DR,ARLINGTON,76012,2097,204611,217343,223102,234257,211947,4,2.0,SingleFamily,04/29/1998,1977,True,2097
03244997,29135100,1011 VALLEY VIEW DR,ARLINGTON,76010,1126,86124,86124,93027,103260,82794,3,2.0,SingleFamily,NULL,1954,True,1126
02045524,29054370,1011 W INWOOD DR,ARLINGTON,76013,1025,110158,110158,122167,131940,112394,3,1.0,SingleFamily,12/03/2012,1953,True,1025
02495805,29084214,1011 WAVERLY DR,ARLINGTON,76015,1414,89335,89335,114592,120322,103133,3,1.0,SingleFamily,NULL,1979,True,1450
02498715,29084474,1011 WESTMINISTER CT,ARLINGTON,76015,1183,80707,95339,112873,118517,103843,3,2.0,SingleFamily,NULL,1971,True,1183
03858537,29168701,1011 WILSHIRE BLVD,ARLINGTON,76012,728,83798,83798,77038,82431,60860,3,1.0,SingleFamily,NULL,1945,True,728
03593835,29160218,1011 WOODBROOK ST,ARLINGTON,76011,1670,137989,137989,141668,148751,133168,3,2.0,SingleFamily,NULL,1961,True,1670
06360998,29266807,1000 MEADOWLARK DR,ARLINGTON,76017,2780,191651,220999,215598,226378,200506,3,2.0,SingleFamily,07/23/2007,1992,True,2780
02495554,29084195,1000 PLEASANT VALLEY LN,ARLINGTON,76015,1185,86120,86120,104853,110096,93319,2,2.0,Townhouse,09/25/2014,1979,True,1185
01432095,29013642,1000 PORTOFINO DR,ARLINGTON,76012,2725,258396,280256,327826,344217,311435,3,2.0,SingleFamily,NULL,1979,True,2725
02024098,29052833,1000 REDBUD CT,ARLINGTON,76012,1716,95318,95318,155360,169342,128949,3,2.0,SingleFamily,01/28/2014,1963,True,1716
02798352,29105417,1000 ROSEWOOD LN,ARLINGTON,76010,1406,110269,110269,118018,128640,110937,3,2.0,SingleFamily,NULL,1962,True,1406
40979520,83792358,1000 SAN JOSE CT,ARLINGTON,76002,1776,0,0,192319,201935,182703,3,2.0,SingleFamily,08/06/2014,2006,True,1776
06360688,29266782,1000 SILENT DR,ARLINGTON,76017,1455,144627,144627,159701,167686,151716,3,2.0,SingleFamily,NULL,1993,True,1455
03245756,29135166,1000 SUNNYVALE DR,ARLINGTON,76010,864,66209,66209,70905,76577,60978,3,2.0,SingleFamily,02/18/2000,1954,True,864
03090655,29125596,1000 TANGLEWOOD LN,ARLINGTON,76012,2190,278163,278163,264017,279858,248176,4,3.0,SingleFamily,08/30/2016,1969,True,2217
02972409,29117578,1000 TERREBONNE CT,ARLINGTON,76014,1501,91476,117415,143228,150389,136067,3,2.0,SingleFamily,11/02/2010,1971,True,1501
06136567,97728937,1000 VILLAGE WOOD CT,ARLINGTON,76012,0,10,10,NULL,NULL,NULL,NULL,NULL,SingleFamily,NULL,NULL,True,NULL
02973642,29117691,1000 WEMBLEY RD,ARLINGTON,76014,1520,126874,126874,144351,151569,137133,3,2.0,SingleFamily,05/15/2002,1972,True,1520
03594327,29160263,1000 WOODBROOK ST,ARLINGTON,76011,1436,93533,101974,127871,134265,120199,3,2.0,SingleFamily,NULL,1961,True,1436
06293670,29264394,1001 ACAPULCO LN,ARLINGTON,76017,1782,127230,172507,178460,187383,167752,3,2.5,SingleFamily,02/24/2010,1990,True,1833
04751000,29190240,1001 ANITA DR,ARLINGTON,76012,2776,220462,255664,263582,276761,250403,3,2.0,SingleFamily,NULL,1972,True,2776
05071852,29205689,1001 BALDWIN DR,ARLINGTON,76012,1871,204127,219125,216825,232003,205984,3,2.0,SingleFamily,11/27/2001,1985,True,1871
02974061,29117730,1001 BELEMEADE ST,ARLINGTON,76014,1186,109044,109044,125531,131808,112978,3,2.0,SingleFamily,NULL,1974,True,1186
06800599,29292255,1001 BRENNER CT,ARLINGTON,76017,1050,102340,102340,113122,119909,98416,2,2.0,SingleFamily,01/21/2011,1996,True,1050
04756487,29190736,1001 BUCKNELL DR,ARLINGTON,76012,2156,218163,233048,239341,251308,227374,3,2.0,SingleFamily,NULL,1977,True,2156
02973782,29117704,1001 CANDLEWICK ST,ARLINGTON,76014,1258,94520,109631,133768,140456,125742,3,2.0,SingleFamily,06/03/2003,1975,True,1258
02971054,29117455,1001 CARLA CT,ARLINGTON,76014,1312,110987,110987,132870,139513,123569,3,2.0,SingleFamily,04/30/2013,1971,True,1312
02972735,29117608,1001 CHAMBLEE CT,ARLINGTON,76014,1491,89782,117978,142555,151108,129725,3,2.0,SingleFamily,09/30/2008,1970,True,1491
02498472,29084452,1001 CRISTOPHER CT,ARLINGTON,76015,1567,105661,111263,136129,142935,122516,3,2.0,SingleFamily,10/17/2014,1971,True,1567
00086053,28924148,1001 E LOVERS LN,ARLINGTON,76010,1368,89274,89274,108733,116344,85899,3,1.0,SingleFamily,05/21/2010,1953,True,1368
02497956,29084404,1001 FAIRFAX CT,ARLINGTON,76015,2256,124878,124878,153122,165372,137810,4,2.0,SingleFamily,03/22/2013,1970,True,2170
01433881,29013795,1001 FINDLAY DR,ARLINGTON,76012,3127,284067,306272,359258,377221,341295,3,2.0,SingleFamily,NULL,1980,True,3127
06360564,29266771,1001 FLOWER DR,ARLINGTON,76017,2644,139090,206011,205586,215865,195307,5,3.0,SingleFamily,05/23/2008,1993,True,2644
03091422,29125662,1001 GLENWICK LN,ARLINGTON,76012,1727,137359,168339,189831,199323,176543,3,2.0,SingleFamily,11/12/2004,1961,True,1727
03076784,29124535,1001 HENSLEY ST,ARLINGTON,76010,910,78771,78771,73859,79029,65735,3,1.0,SingleFamily,NULL,1953,True,910
41626524,120576258,1001 LONE IVORY TR,ARLINGTON,76155,2755,357822,357822,410317,430833,389801,4,4.0,SingleFamily,02/26/2014,2013,True,2755
00959936,28982206,1001 MCKINNEY ST,ARLINGTON,76012,1776,121121,156998,178823,191341,164517,3,2.0,SingleFamily,08/19/2014,1957,True,1776
06284280,29263986,1001 MILBY OAKS CIR,ARLINGTON,76013,2131,192148,207280,191892,209162,172703,4,3.0,SingleFamily,05/16/2001,1988,True,2131
05692989,97692617,1001 NW GREEN OAKS BLVD,ARLINGTON,76012,0,0,0,NULL,NULL,NULL,NULL,NULL,SingleFamily,NULL,NULL,True,NULL
07585691,58524744,1001 PEEBLES CT,ARLINGTON,76013,2326,245958,245958,259292,272257,243734,3,2.0,SingleFamily,NULL,2001,True,2326
02798166,29105400,1001 ROSEWOOD LN,ARLINGTON,76010,1732,94743,128660,140566,147594,132132,3,2.0,SingleFamily,NULL,1964,True,1732
40979504,79944030,1001 SAN JOSE CT,ARLINGTON,76002,2327,211665,211665,230548,242075,219021,3,2.0,SingleFamily,11/30/2006,2006,True,2327
02974770,29117793,1001 SHENANDOAH DR,ARLINGTON,76014,1186,80465,109044,119776,125765,113787,3,2.0,SingleFamily,NULL,1974,True,1186
